PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,ContactPositionX,ContactPositionY,ContactPositionZ
31,04/16/2019,6:47:36 PM,1,4,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Choi, Hyoung Woo",72443,Left,KIA_TIG,Windup,2,Top,0,1,2,Curveball,Curveball,InPlay,Undefined,FlyBall,Out,1,0,,120.0462502,2.288019827,0.648265617,2510.148215,44.37997374,7:30,1.810540942,0.29598663,1.680787433,-165.5870502,-35.16713403,-34.29413272,0.807099795,0.137796172,109.6913109,-9.869333328,-1.890750966,0.515735015,153.7931222,31.74046675,-11.90482093,3342.785107,32.1932088,19.55455931,-9.36610675,109.9397882,108.3523993,-26.43862791,5.210172729,18.818843,-20.59145189,-0.310477566,15.24,1.858202731,-0.255485759,-33.02293029,0.748959866,2.651401683,6.427555646,-12.70779595,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,aabb2db9-602c-11e9-af39-484d7ee4b922,0.315342341,0.786723619,-0.133930103
32,04/16/2019,6:48:20 PM,2,1,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Kim, Joo Chan",70410,Right,KIA_TIG,Windup,2,Top,1,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,145.1149691,-0.660832401,-2.68084174,2337.182151,216.30422,1:15,1.768268543,0.341510341,1.795763626,-46.46080317,40.22566231,29.61312864,1.116449157,-0.121520088,133.0300415,-4.089936383,-0.493096327,0.420465443,,,,,,,,,,,,-17.75893658,22.11540272,-0.277777323,15.24,1.748822466,1.754661669,-39.97928015,-0.645694449,-3.729321585,8.099600768,-5.162484041,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,c4cb080c-602c-11e9-af39-484d7ee4b922,,,
33,04/16/2019,6:48:37 PM,2,2,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Kim, Joo Chan",70410,Right,KIA_TIG,Windup,2,Top,1,1,0,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,144.2755146,-2.708595837,-3.028579729,2237.454204,216.7091182,1:15,1.783458137,0.326928787,1.818836528,-47.81624784,39.7285426,29.68395301,0.538283143,-0.232818338,132.7595306,-6.226730395,-0.835218514,0.422541932,,,,,,,,,,,,-18.0318929,23.24608478,-0.255814394,15.24,1.71476665,1.985282266,-39.7033296,-2.066753963,-3.740822495,7.856394269,-4.984112658,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,ce85f3cc-602c-11e9-af39-484d7ee4b922,,,
34,04/16/2019,6:48:55 PM,2,3,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Kim, Joo Chan",70410,Right,KIA_TIG,Windup,2,Top,1,1,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,144.42582,-1.618014869,-2.994719065,2299.46679,210.4311194,1:00,1.781265737,0.341949126,1.827855206,-46.22829752,40.68049282,23.94481413,0.861286849,-0.265123047,133.0993378,-5.023800107,-1.227252559,0.421004282,163.4951667,-9.329289449,16.16535983,,,,,4.695982572,4.54466543,19.56878859,0.105709839,-14.85320366,23.01183783,-0.27172328,15.24,1.739346455,1.988380576,-39.7839681,-1.304738396,-3.102763783,7.662548337,-4.999586242,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,d778a55b-602c-11e9-af39-484d7ee4b922,-0.056631386,0.817839829,0.275327403
35,04/16/2019,6:49:35 PM,3,1,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Lee, Chang Jin",64560,Right,KIA_TIG,Windup,2,Top,2,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,144.3974694,-2.160333067,-0.991663199,2439.43955,199.7358405,12:45,1.801982796,0.36465424,1.773739171,-39.85303041,49.2917539,17.71386709,0.790922682,0.260769077,130.3984314,-5.116763186,0.327811181,0.426385698,,,,,,,,,,,,-10.35547478,28.33557853,-0.341198975,15.24,1.745340673,0.618209605,-39.74052841,-1.656115591,-2.111014011,9.378934536,-4.030304195,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,f158d38c-602c-11e9-af39-484d7ee4b922,,,
36,04/16/2019,6:49:50 PM,3,2,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Lee, Chang Jin",64560,Right,KIA_TIG,Windup,2,Top,2,1,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,117.0800249,2.36251808,0.635223524,2596.387547,41.10340171,7:15,1.811144484,0.318817508,1.697307452,-174.2120239,-35.64883406,-30.98852295,0.742037183,0.18978278,105.7766762,-10.5166541,-1.677565662,0.531592196,,,,,,,,,,,,17.19955542,-21.25626826,-0.333115801,15.24,1.85984827,-0.254768831,-32.17629528,0.754290822,2.268597086,6.802450499,-12.61032178,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,fa504982-602c-11e9-af39-484d7ee4b922,,,
37,04/16/2019,6:50:06 PM,3,3,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Lee, Chang Jin",64560,Right,KIA_TIG,Windup,2,Top,2,1,1,Slider,Slider,InPlay,Undefined,GroundBall,Single,0,0,,138.1145098,-1.547753109,-1.575102028,2477.487389,149.9838054,11:00,1.839247505,0.30307685,1.702992564,-78.87611831,18.34965214,-10.65390545,0.609733168,-0.251837912,126.7811005,-7.318371715,-2.359733907,0.445292476,148.7008578,2.340430921,3.954009156,1022.97697,,,,20.43182032,18.55589997,5.713576557,0.521498413,4.562116737,10.89421214,-0.261065115,15.24,1.792642571,1.087994608,-38.03397606,-1.340121352,0.862411904,7.716707449,-7.747233553,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,04361e77-602d-11e9-af39-484d7ee4b922,0.238575938,0.584762457,0.259818485
38,04/16/2019,6:51:28 PM,4,1,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Lee, Myung Ki",76849,Left,KIA_TIG,Stretch,2,Top,2,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,143.4506085,-2.406390726,-2.391477063,2317.489943,207.2325754,1:00,1.801031179,0.330282525,1.794288666,-44.76577099,43.84501526,22.60767585,0.671371604,-0.120820626,132.090065,-5.695960187,-0.723555995,0.425106705,,,,,,,,,,,,-13.73105996,25.17325093,-0.273118278,15.24,1.738755535,1.561077257,-39.50466026,-1.837375438,-2.823264317,7.692111803,-4.630739234,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,30f394b7-602d-11e9-af39-484d7ee4b922,,,
39,04/16/2019,6:53:03 PM,4,2,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Lee, Myung Ki",76849,Left,KIA_TIG,Stretch,2,Top,2,0,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,143.6589648,-2.032672497,-0.196802243,2379.486021,207.4413375,1:00,1.789462151,0.367237007,1.766338518,-37.90431668,50.98097571,26.51610574,0.833936998,0.57660692,131.6349701,-4.821063346,1.762246704,0.425764662,,,,,,,,,,,,-14.37940262,28.7898327,-0.364216383,15.24,1.735826548,0.030359231,-39.58643686,-1.555973322,-2.953426454,8.129497974,-3.893424276,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,6d749434-602d-11e9-af39-484d7ee4b922,,,
40,04/16/2019,6:53:38 PM,4,3,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Lee, Myung Ki",76849,Left,KIA_TIG,Stretch,2,Top,2,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,135.5925525,-2.362787649,-0.49336081,2474.330449,159.4966608,11:15,1.775267273,0.357209417,1.690811638,-73.95601784,25.26117727,-9.481329788,0.362365652,0.121880808,126.8911697,-7.710608643,-1.18484761,0.449829707,,,,,,,,,,,,4.74780881,14.72397524,-0.343447984,15.24,1.707039159,0.359677455,-37.3886848,-1.837036874,0.885263751,6.024054032,-7.061256898,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,817bd2cc-602d-11e9-af39-484d7ee4b922,,,
41,04/16/2019,6:54:38 PM,4,4,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Lee, Myung Ki",76849,Left,KIA_TIG,Stretch,2,Top,2,2,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Single,0,0,,143.4096695,-2.759167484,-2.090812678,2307.255542,209.921044,1:00,1.80349109,0.302991873,1.747340644,-44.59306488,44.56710659,25.69725454,0.573328787,-0.033711098,132.1543213,-6.023341176,-0.20014903,0.426422496,158.3433921,-7.943977775,24.58627926,,,,,4.319630849,4.319630849,22.01197544,0.088574829,-15.109845,25.64443445,-0.251832206,15.24,1.730098903,1.337768059,-39.48320507,-2.084025114,-3.1052384,7.637268094,-4.536438256,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,a5469923-602d-11e9-af39-484d7ee4b922,0.542156468,0.584948852,0.033311536
42,04/16/2019,6:56:02 PM,5,1,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Park, Chan Ho",64646,Right,KIA_TIG,Stretch,2,Top,2,0,0,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,136.7634943,-1.067341013,-1.017001744,2456.286362,146.9317511,11:00,1.802275996,0.3177066,1.701579298,-73.15734215,25.12462569,-16.41887115,0.766835633,-0.135969008,126.4212433,-6.405644354,-2.221122813,0.447704626,,,,,,,,,,,,8.082391462,14.06265895,-0.289807502,15.24,1.768611622,0.734197291,-37.70244674,-0.991743665,1.515142588,6.93700354,-7.170433532,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,d824831e-602d-11e9-af39-484d7ee4b922,,,
43,04/16/2019,6:56:39 PM,5,2,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Park, Chan Ho",64646,Right,KIA_TIG,Stretch,2,Top,2,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,120.7483302,0.760309113,-0.964898666,2448.221733,33.94677364,7:15,1.778094894,0.289736161,1.569403285,-168.3549311,-38.3524537,-25.73497,0.31274057,-0.24449269,111.5005325,-11.42804637,-2.851520955,0.51490899,,,,,,,,,,,,12.80820747,-20.75794363,-0.259942172,15.24,1.784581438,0.654516731,-33.22856586,-0.179618398,1.83621345,6.239475594,-12.78255552,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,ecdc2581-602d-11e9-af39-484d7ee4b922,,,
44,04/16/2019,6:57:21 PM,5,3,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Park, Chan Ho",64646,Right,KIA_TIG,Stretch,2,Top,2,1,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,143.9549921,-2.661271676,-0.432418478,2233.148114,214.7233475,1:15,1.777770792,0.342028798,1.807452899,-44.06936128,43.8538584,30.44958824,0.583987218,0.524247534,132.4468735,-5.899723217,1.81971579,0.423454207,,,,,,,,,,,,-16.71510261,25.44225317,-0.333593814,15.24,1.709994714,0.180480108,-39.66500861,-2.015794239,-3.456229396,7.948340823,-4.545882814,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,06ec0025-602e-11e9-af39-484d7ee4b922,,,
45,04/16/2019,6:57:51 PM,5,4,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Park, Chan Ho",64646,Right,KIA_TIG,Stretch,2,Top,2,2,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,116.5705801,1.669637345,-0.697877579,2419.77734,42.05604874,7:30,1.808538612,0.289339881,1.678596678,-170.2714575,-32.96475104,-29.6235675,0.581871831,-0.205813737,107.7026138,-10.74860453,-2.880737698,0.529176482,,,,,,,,,,,,15.25946271,-18.7913436,-0.268439048,15.24,1.839348979,0.49087961,-32.09600241,0.361294495,2.046491603,5.686609903,-12.32681258,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,18e6d70e-602e-11e9-af39-484d7ee4b922,,,
46,04/16/2019,6:58:45 PM,5,5,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Park, Chan Ho",64646,Right,KIA_TIG,Stretch,2,Top,2,2,2,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,145.8507589,-3.382737064,-1.694469972,2218.701677,209.2457292,1:00,1.794452545,0.31862281,1.805568854,-39.88633228,45.81681783,25.69928396,0.437410516,0.096275483,134.3338989,-6.310171878,0.20427313,0.418073897,,,,,,,,,,,,-14.96512344,26.92033928,-0.279112614,15.24,1.709211837,1.085890267,-40.14939384,-2.532268219,-3.176796645,7.982230544,-4.091999944,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,3471b217-602e-11e9-af39-484d7ee4b922,,,
47,04/16/2019,6:59:18 PM,5,6,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Park, Chan Ho",64646,Right,KIA_TIG,Stretch,2,Top,2,2,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,144.6769372,-3.663306704,-0.809523008,2251.556968,213.4381335,1:00,1.798519578,0.334766235,1.825422563,-45.31524187,41.1030035,27.19535848,0.309128416,0.378049952,134.2103302,-6.97578766,1.196698065,0.419814449,,,,,,,,,,,,-15.16977323,24.42836125,-0.317159546,15.24,1.707412558,0.456857486,-39.84742954,-2.728370556,-3.190616318,7.396868624,-4.668700549,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,4cae5b83-602e-11e9-af39-484d7ee4b922,,,
48,04/16/2019,6:59:47 PM,5,7,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Park, Chan Ho",64646,Right,KIA_TIG,Stretch,2,Top,2,3,2,Curveball,Curveball,BallCalled,Walk,Undefined,Undefined,0,0,,117.7350368,-0.17166122,-2.178640666,2533.229968,29.11032628,7:00,1.773356921,0.300221662,1.744555167,-171.4177033,-37.56538855,-20.84741811,0.010415464,-0.526995876,109.3599083,-12.64582133,-3.720287954,0.522477512,,,,,,,,,,,,9.539994566,-20.0430249,-0.243294829,15.24,1.756421075,1.301484111,-32.4147593,-0.659081062,1.301515911,5.937103335,-12.54106621,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,583c7ae8-602e-11e9-af39-484d7ee4b922,,,
49,04/16/2019,7:01:14 PM,6,1,"Kim, Kun Kuk",76225,Right,LOT_GIA,"Han, Seung Taek",63722,Right,KIA_TIG,Stretch,2,Top,2,0,0,Slider,Slider,InPlay,Undefined,Popup,Out,1,0,,138.5578444,-1.210275468,-1.001168769,2427.420897,162.986588,11:30,1.769838998,0.313692285,1.714123708,-72.64101974,22.74382215,-6.986748073,0.699124438,-0.040935132,128.3702179,-6.509123504,-1.513463278,0.441056617,118.7260166,55.95053925,-36.65320804,4165.480432,24.54699475,32.31253554,-22.8378972,59.57672992,18.92828748,-45.19342974,5.260202026,3.094198228,12.87492581,-0.287172589,15.24,1.73281235,0.695503825,-38.20501424,-1.096848335,0.597167434,6.932573472,-7.321842678,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,8def0c7c-602e-11e9-af39-484d7ee4b922,0.679770791,0.727228422,0.034402581
50,04/16/2019,7:03:45 PM,1,1,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Han, Dong Hui",68525,Right,LOT_GIA,Windup,2,Bottom,0,0,0,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,134.5016987,-0.658839859,-2.337854616,2383.000754,170.7809558,11:45,1.817529054,0.599071772,1.835179981,-75.44870709,23.90757377,-3.89549953,0.876897762,-0.100192705,125.1768219,-6.19063042,-2.624484963,0.450144889,115.6298484,47.92492223,136.6526431,5230.384667,-27.40064059,19.87114074,19.32176607,60.69585112,25.07602015,148.4510386,3.698049927,0.716067504,13.29576989,-0.543061812,15.24,1.796798762,1.52875542,-37.10011516,-0.70025278,0.130936672,6.210671744,-7.375449245,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,e767a374-602e-11e9-af39-484d7ee4b922,0.163640809,0.847537127,0.112497126
51,04/16/2019,7:04:03 PM,1,2,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Han, Dong Hui",68525,Right,LOT_GIA,Windup,2,Bottom,0,0,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,144.1059,-2.23585914,-1.994833325,2334.499418,211.3882099,1:00,1.827706756,0.618689794,1.91141012,-41.11617964,45.42977999,27.76727333,0.787668398,0.335677042,132.5302734,-5.282638026,0.070425557,0.420124549,,,,,,,,,,,,-16.48567529,26.29033277,-0.57542822,15.24,1.774897231,1.281631422,-39.71921993,-1.702446641,-3.421357285,7.895574873,-4.350481539,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,f686b50b-602e-11e9-af39-484d7ee4b922,,,
52,04/16/2019,7:04:16 PM,1,3,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Han, Dong Hui",68525,Right,LOT_GIA,Windup,2,Bottom,0,1,1,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,142.1077567,-2.320348367,-2.687661631,2233.972304,217.0346826,1:15,1.777989479,0.597070549,1.950084069,-49.8704427,38.43690359,29.06342526,0.627864843,0.133853258,131.3480347,-6.013131234,-0.526703386,0.42437821,,,,,,,,,,,,-17.62549608,22.53060777,-0.539995927,15.24,1.724449393,1.735756955,-39.16489895,-1.765032264,-3.572138718,7.340950794,-5.240398021,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,fcc3c0f1-602e-11e9-af39-484d7ee4b922,,,
53,04/16/2019,7:04:30 PM,1,4,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Han, Dong Hui",68525,Right,LOT_GIA,Windup,2,Bottom,0,1,2,Fastball,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,145.8249701,-1.829657281,-3.304443553,2428.203743,191.9432184,12:30,1.826585047,0.555030275,1.86521203,-32.20512796,53.10762165,11.2503429,0.987972494,-0.264565179,133.6372833,-4.213836278,-2.470954583,0.417120592,,,,,,,,,,,,-8.357171612,30.09554,-0.478629867,15.24,1.781816052,2.27506072,-40.14615823,-1.407317547,-1.76831236,8.228491409,-3.438668363,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,06d6dfb0-602f-11e9-af39-484d7ee4b922,,,
54,04/16/2019,7:05:02 PM,2,1,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Jung, Hoon",60523,Right,LOT_GIA,Windup,2,Bottom,1,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,144.3030125,-2.550272649,-3.783339323,2374.407571,195.8871282,12:30,1.839828568,0.564742203,1.876011855,-30.51144464,56.65530672,16.1482548,0.814582021,-0.340612728,132.2504791,-4.808882381,-2.586959899,0.421628627,,,,,,,,,,,,-11.35250551,32.55120047,-0.478144587,15.24,1.778796006,2.564175229,-39.68992856,-1.885842729,-2.348056313,8.0345147,-3.074034748,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,19ed606c-602f-11e9-af39-484d7ee4b922,,,
55,04/16/2019,7:05:19 PM,2,2,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Jung, Hoon",60523,Right,LOT_GIA,Windup,2,Bottom,1,1,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,143.6680108,-3.044472683,-3.403837717,2377.232307,188.5032968,12:15,1.857716871,0.529688702,1.902194405,-32.53100243,55.1293465,8.254701737,0.674236217,-0.345765177,131.8136765,-5.451421267,-2.791134776,0.422820716,,,,,,,,,,,,-6.820069977,32.15660386,-0.452947608,15.24,1.786577369,2.320317168,-39.51972781,-2.224803896,-1.398235154,7.982315923,-3.213976597,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,23efcf63-602f-11e9-af39-484d7ee4b922,,,
56,04/16/2019,7:05:31 PM,2,3,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Jung, Hoon",60523,Right,LOT_GIA,Windup,2,Bottom,1,2,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,144.9629415,-2.261415026,-2.323805523,2400.617036,212.6434909,1:00,1.825098471,0.600457023,1.905361852,-39.47980304,46.27583873,29.69580106,0.79385163,0.243925984,133.0633026,-5.189009023,-0.11458197,0.418201909,,,,,,,,,,,,-17.77928114,26.78775154,-0.549663727,15.24,1.771542516,1.511031429,-39.94079103,-1.724493246,-3.725082818,8.112246108,-4.194128763,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,2af51710-602f-11e9-af39-484d7ee4b922,,,
57,04/16/2019,7:05:45 PM,2,4,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Jung, Hoon",60523,Right,LOT_GIA,Windup,2,Bottom,1,2,1,Fastball,Fastball,InPlay,Undefined,LineDrive,Double,0,0,,144.8794132,-2.67032826,-2.381370348,2362.29766,214.7569542,1:15,1.789736928,0.588668738,1.930994004,-41.08948941,44.44867354,30.89894116,0.62832082,0.229028531,133.224678,-5.717006275,-0.080530092,0.417671286,167.6118402,6.517408196,-38.85773643,3297.182021,24.79224963,0.818329085,-22.57142484,39.22679094,29.15790282,-43.08558788,0.950114136,-18.50051629,26.11110415,-0.537644709,15.24,1.728095196,1.547466616,-39.91202539,-2.012491519,-3.875322357,8.004175363,-4.337129902,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,33d719cf-602f-11e9-af39-484d7ee4b922,0.487162992,0.633857577,-0.22911071
58,04/16/2019,7:06:42 PM,3,1,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Kim, Jun Tae",62558,Left,LOT_GIA,Stretch,2,Bottom,1,0,0,ChangeUp,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,133.6021597,-1.901365561,-3.254740506,1619.016033,212.0142837,1:00,1.807500891,0.568877335,1.986219303,-62.22855679,37.58079177,23.5547862,0.652444576,-0.106741958,123.2255402,-6.523708315,-1.498105684,0.451170059,,,,,,,,,,,,-15.11827047,21.95288319,-0.501062085,15.24,1.763808082,2.017153672,-36.81013139,-1.425102099,-2.696940038,6.72782904,-5.890487119,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,52c800a5-602f-11e9-af39-484d7ee4b922,,,
59,04/16/2019,7:07:04 PM,3,2,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Kim, Jun Tae",62558,Left,LOT_GIA,Stretch,2,Bottom,1,0,1,ChangeUp,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,133.3182016,-0.90507858,-1.902415414,1837.462938,212.8744613,1:00,1.826063689,0.604026049,2.010325616,-60.23032743,39.58996089,25.64752669,0.970875947,0.329096732,122.616568,-5.400772474,0.017851201,0.451194784,,,,,,,,,,,,-15.4576592,22.49045871,-0.565796443,15.24,1.804167169,1.140582248,-36.78621348,-0.772377282,-2.747819682,6.868103815,-5.808649766,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,62def71e-602f-11e9-af39-484d7ee4b922,,,
60,04/16/2019,7:07:30 PM,3,3,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Kim, Jun Tae",62558,Left,LOT_GIA,Stretch,2,Bottom,1,1,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,142.3310014,-1.487603093,-1.41813079,2334.193532,212.5201841,1:00,1.816918149,0.648809571,1.88379774,-41.83389556,47.39137368,30.26859736,0.979689961,0.552299284,130.3613388,-4.591760265,0.834422263,0.426578137,,,,,,,,,,,,-17.47146256,26.84710901,-0.61806732,15.24,1.780135372,0.86023575,-39.24285681,-1.173203584,-3.525237345,8.016184023,-4.389677552,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,6da017af-602f-11e9-af39-484d7ee4b922,,,
61,04/16/2019,7:07:56 PM,3,4,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Kim, Jun Tae",62558,Left,LOT_GIA,Stretch,2,Bottom,1,2,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,142.4946379,-1.056162771,-1.734350936,2349.3418,211.8522281,1:00,1.825949238,0.565768312,1.919519813,-42.63284435,45.97048998,28.6127159,1.102866257,0.364717129,130.4702957,-4.228788826,0.399225535,0.42508883,,,,,,,,,,,,-16.85416754,25.87947496,-0.528645318,15.24,1.799826403,1.086943174,-39.29593783,-0.878117308,-3.410103639,8.03310957,-4.570455953,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,7f857c70-602f-11e9-af39-484d7ee4b922,,,
62,04/16/2019,7:08:23 PM,3,5,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Kim, Jun Tae",62558,Left,LOT_GIA,Stretch,2,Bottom,1,3,1,Fastball,Fastball,InPlay,Undefined,LineDrive,Double,0,1,,143.5483429,-2.244950984,-3.23906361,2401.835767,212.2448443,1:00,1.797994484,0.601021535,2.014316609,-44.1310607,42.41789108,26.80969381,0.728660965,-0.036060435,131.5438385,-5.541449216,-1.231266486,0.420131811,170.1176498,12.98895132,33.45572298,2434.474089,27.01292907,5.746087854,19.86020425,73.90298315,73.90298315,41.40221683,2.051483154,-17.08190448,25.02868979,-0.53523693,15.24,1.749171598,2.146612274,-39.53679086,-1.701989189,-3.498353436,8.139092499,-4.680804517,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,916ae13b-602f-11e9-af39-484d7ee4b922,0.699690712,0.754509287,0.030212619
63,04/16/2019,7:09:21 PM,4,1,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Shin, Bon Ki",62556,Right,LOT_GIA,Stretch,2,Bottom,1,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,145.4644314,-0.911618517,-2.247703423,2419.338963,199.1167273,12:45,1.815224494,0.573555753,1.827754694,-32.75827603,53.73777985,18.65413433,1.229966716,0.124985369,132.2960175,-3.344712575,-0.861333371,0.420003406,,,,,,,,,,,,-11.75432155,29.78423691,-0.520897615,15.24,1.79119626,1.500579883,-40.07080059,-0.764886152,-2.459637064,8.781923095,-3.57418369,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,b4285019-602f-11e9-af39-484d7ee4b922,,,
