PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,ContactPositionX,ContactPositionY,ContactPositionZ
161,04/16/2019,8:15:42 PM,2,3,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Shin, Bon Ki",62556,Right,LOT_GIA,Windup,4,Bottom,1,1,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,146.3202733,-2.404618387,-2.646551388,2310.981479,224.4401577,1:30,1.783675548,0.587949352,1.837821554,-47.451926,37.31684835,36.67278862,0.629353876,0.207183887,134.7058411,-5.901284683,0.067053313,0.415788633,103.1803771,-54.59229748,-83.98276912,,,,,0.6306032,0.594756716,-80.7272303,0.025171509,-21.58343634,21.77440848,-0.527359705,15.24,1.723261004,1.719532272,-40.29417495,-1.878947098,-4.614486337,8.046037719,-5.151334283,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,f86eb6bb-6038-11e9-af39-484d7ee4b922,0.058315913,0.590447687,-0.207854276
162,04/16/2019,8:16:08 PM,2,4,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Shin, Bon Ki",62556,Right,LOT_GIA,Windup,4,Bottom,1,1,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,147.6105034,-2.465276584,-4.229202794,2451.511166,199.1490229,12:45,1.808019378,0.511064732,1.889775211,-26.30061246,57.64098376,20.04263415,0.849126739,-0.480488225,133.9790817,-4.424970175,-2.737126529,0.413755016,,,,,,,,,,,,-14.11086692,33.32417518,-0.415334533,15.24,1.74982888,2.923794576,-40.55839032,-1.849916992,-3.018934403,9.160675296,-2.677144814,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,08ee892b-6039-11e9-af39-484d7ee4b922,,,
163,04/16/2019,8:16:21 PM,2,5,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Shin, Bon Ki",62556,Right,LOT_GIA,Windup,4,Bottom,1,2,2,Curveball,Curveball,InPlay,Undefined,LineDrive,Single,0,0,,119.841216,2.982338481,-0.869029,2503.411161,33.78285075,7:15,1.809086363,0.502231196,1.820218205,-172.6678351,-43.27604483,-28.87064307,0.925917239,-0.032035477,108.9876709,-9.833550869,-3.028299229,0.513698173,158.2780153,10.10590141,-5.510909566,,33.39133136,2.727993405,-3.022862314,51.01577458,51.00024933,-5.765857131,1.39114563,14.95342231,-26.01999654,-0.479387149,15.24,1.869636659,0.591218569,-32.96000982,1.171556331,2.086173003,6.720691254,-13.43673636,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,1156f8f6-6039-11e9-af39-484d7ee4b922,0.276205113,0.898710327,0.040300273
164,04/16/2019,8:17:10 PM,3,1,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Jeon, Jun Woo",78513,Right,LOT_GIA,Stretch,4,Bottom,1,0,0,Fastball,Fastball,InPlay,Undefined,LineDrive,Single,0,0,,146.2603452,-2.974264533,-2.654419862,2440.989763,199.6687425,12:45,1.861851416,0.52122684,1.869158604,-32.05425892,53.43953031,19.12996907,0.701826145,-0.035739542,133.0015183,-5.355256634,-1.228585006,0.417562937,168.6244577,7.225025347,-18.79759825,1245.168062,31.18216717,1.432933638,-12.32057716,43.59747777,43.42283973,-22.61308759,1.066635132,-12.39951751,31.32913236,-0.460684769,15.24,1.79059147,1.792909993,-40.23311575,-2.21389834,-2.611175619,8.99136481,-3.209145984,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,2e1ed9f3-6039-11e9-af39-484d7ee4b922,0.594715535,0.717061638,0.032221928
165,04/16/2019,8:18:45 PM,4,1,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Asuaje, Carlos",69530,Left,LOT_GIA,Stretch,4,Bottom,1,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,118.4867446,2.662342201,-0.72241277,2558.306622,31.798487,7:00,1.843336653,0.532116056,1.778274135,-178.5154389,-45.33354458,-28.0286956,0.812970945,0.047173947,107.8296638,-10.5475317,-2.815587137,0.521167414,,,,,,,,,,,,14.54227927,-26.78611449,-0.512230579,15.24,1.897073609,0.500578068,-32.58599521,0.944094365,1.980047628,6.646248087,-13.45379372,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,63cf078f-6039-11e9-af39-484d7ee4b922,,,
166,04/16/2019,8:19:14 PM,4,2,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Asuaje, Carlos",69530,Left,LOT_GIA,Stretch,4,Bottom,1,0,1,Fastball,Fastball,InPlay,Undefined,Popup,Out,1,0,,146.5656789,-2.403390364,-3.500357367,2362.626298,198.5543401,12:30,1.809339662,0.591445535,1.874020222,-32.03138452,53.05319962,17.83417106,0.810549266,-0.217168994,133.277948,-4.784817514,-2.172921003,0.416562432,,,,,,,,,,,,-12.31100706,30.69194467,-0.511395773,15.24,1.751564562,2.398116735,-40.30693898,-1.815991979,-2.603963157,8.965969962,-3.314842079,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,75b46bd3-6039-11e9-af39-484d7ee4b922,,,
167,04/16/2019,8:20:00 PM,5,1,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Son, Ah Seop",77532,Left,LOT_GIA,Stretch,4,Bottom,2,0,0,Slider,Cutter,InPlay,Undefined,GroundBall,Out,1,0,,138.1495382,-1.618350027,-2.52634503,2343.603881,188.1000087,12:15,1.823685095,0.552280606,1.88897542,-63.00318576,30.7076877,4.382895686,0.737771396,-0.115130557,128.387384,-6.252618717,-2.202590822,0.437169297,156.794661,-8.828108567,17.58812217,,,,,4.338963671,3.916599622,18.37666675,0.097189331,-3.900115174,17.65973122,-0.494672812,15.24,1.782701414,1.665055168,-38.09473513,-1.303697565,-0.751089076,6.627770184,-6.405716793,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,908c8212-6039-11e9-af39-484d7ee4b922,0.219798011,0.714398555,0.123275558
168,04/16/2019,8:22:30 PM,1,1,"Park, Geun Hong",74630,Left,LOT_GIA,"Lee, Myung Ki",76849,Left,KIA_TIG,Windup,5,Top,0,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,142.2492535,-1.729954313,5.137760924,2191.711987,145.4354185,10:45,1.780819111,-0.747648575,1.588236947,-45.91510162,47.8071714,-32.99706939,0.823719295,0.398800231,129.4685074,-5.081666754,2.732402322,0.437195886,,,,,,,,,,,,21.05241248,26.41150943,0.605589163,15.24,1.727849124,-3.364624749,-39.00218236,-1.380501984,4.183885055,8.132729437,-4.557716194,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,ea077392-6039-11e9-af39-484d7ee4b922,,,
169,04/16/2019,8:22:47 PM,1,2,"Park, Geun Hong",74630,Left,LOT_GIA,"Lee, Myung Ki",76849,Left,KIA_TIG,Windup,5,Top,0,1,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,137.8324576,-0.879473848,2.678320533,1823.050986,136.7423824,10:30,1.774664826,-0.732745165,1.51947723,-61.32727288,38.91061776,-36.70188812,0.907986545,-0.328392776,125.4641144,-5.344256653,-0.000409316,0.452137595,70.62692582,70.24685919,-125.7946991,4332.646396,,,,20.09079884,12.08803049,-135.2486837,3.464328003,21.13771994,20.97796189,0.657597449,15.24,1.742975618,-1.614107907,-37.89458986,-0.847342451,3.957028093,7.831284576,-5.87952897,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,f83f4b4d-6039-11e9-af39-484d7ee4b922,0.541149115,0.918182945,0.328411629
170,04/16/2019,8:23:25 PM,1,3,"Park, Geun Hong",74630,Left,LOT_GIA,"Lee, Myung Ki",76849,Left,KIA_TIG,Windup,5,Top,0,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,132.3848864,-0.896414873,3.931735718,2187.310821,193.656187,12:30,1.718091721,-0.794842865,1.678487059,-83.73932983,21.87497212,5.338951835,0.62457814,0.380934361,122.5436874,-6.980704151,4.320973994,0.464104764,,,,,,,,,,,,-0.30182177,12.1884853,0.689787537,15.24,1.687472554,-2.523377362,-36.41411461,-0.894960153,-0.052800402,6.44466524,-7.674408426,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,0d2437f0-603a-11e9-af39-484d7ee4b922,,,
171,04/16/2019,8:23:49 PM,1,4,"Park, Geun Hong",74630,Left,LOT_GIA,"Lee, Myung Ki",76849,Left,KIA_TIG,Windup,5,Top,0,2,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,137.7554184,-0.924404452,2.330077291,1863.426242,126.3984416,10:15,1.729487731,-0.735202063,1.551773461,-74.39018449,25.78508394,-35.10378832,0.719824479,-0.416597749,125.2985229,-6.351196546,-0.241434519,0.451996339,,,,,,,,,,,,20.18529642,14.23389251,0.671331181,15.24,1.696021738,-1.392426725,-37.88005145,-0.927276209,3.763945556,8.047759459,-7.152460766,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,16c4eb8b-603a-11e9-af39-484d7ee4b922,,,
172,04/16/2019,8:24:13 PM,1,5,"Park, Geun Hong",74630,Left,LOT_GIA,"Lee, Myung Ki",76849,Left,KIA_TIG,Windup,5,Top,0,3,1,Slider,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,127.7397688,-0.756041824,3.797520205,2245.311253,221.5499682,1:30,1.701710365,-0.818342014,1.617136807,-102.2439758,12.92512702,11.55126794,0.46248508,0.385201822,117.649704,-8.172686285,4.640011753,0.48464379,,,,,,,,,,,,-3.416428869,7.360821335,0.712234422,15.24,1.671983767,-2.374620212,-35.1094261,-0.855389832,-0.550837181,6.519681905,-8.619851086,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,28aa4e21-603a-11e9-af39-484d7ee4b922,,,
173,04/16/2019,8:25:05 PM,2,1,"Park, Geun Hong",74630,Left,LOT_GIA,"Park, Chan Ho",64646,Right,KIA_TIG,Stretch,5,Top,0,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,138.6956054,-1.54710212,2.228040725,1920.522119,146.9812054,11:00,1.745680073,-0.800402346,1.549337465,-58.35126575,40.0568718,-26.09205193,0.717279869,-0.420940499,126.6430435,-5.793394668,0.322196487,0.447991905,,,,,,,,,,,,15.26736524,22.10073827,0.738566722,15.24,1.695642748,-1.372133075,-38.14811247,-1.281729235,2.902805586,7.77917528,-5.604605606,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,4382624c-603a-11e9-af39-484d7ee4b922,,,
174,04/16/2019,8:25:35 PM,2,2,"Park, Geun Hong",74630,Left,LOT_GIA,"Park, Chan Ho",64646,Right,KIA_TIG,Stretch,5,Top,0,1,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,137.0948352,-2.671165317,2.484041659,1920.574582,154.4972176,11:15,1.745372254,-0.777567912,1.545731909,-51.27350767,49.76521698,-23.78507536,0.463832118,-0.301212695,125.0974869,-6.396796504,0.746708645,0.453940141,,,,,,,,,,,,14.2572595,28.00894929,0.707978036,15.24,1.663324566,-1.533217029,-37.66995681,-1.976799518,2.640612736,7.654646115,-4.619062003,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,5567c4f2-603a-11e9-af39-484d7ee4b922,,,
175,04/16/2019,8:26:09 PM,2,3,"Park, Geun Hong",74630,Left,LOT_GIA,"Park, Chan Ho",64646,Right,KIA_TIG,Stretch,5,Top,0,1,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,139.9142765,-1.511206677,3.44396539,1865.812147,141.0077181,10:45,1.737677642,-0.763998996,1.607189333,-60.26692838,35.44910113,-28.77106637,0.7015197,-0.064634148,128.3880295,-5.899186517,1.343779283,0.441821654,,,,,,,,,,,,17.48362505,19.69939356,0.670604847,15.24,1.69030574,-2.193653923,-38.47169422,-1.271525135,3.3995264,7.506808815,-5.976288258,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,6ece622f-603a-11e9-af39-484d7ee4b922,,,
176,04/16/2019,8:26:48 PM,2,4,"Park, Geun Hong",74630,Left,LOT_GIA,"Park, Chan Ho",64646,Right,KIA_TIG,Stretch,5,Top,0,1,2,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,2,0,,139.8452882,-1.723952914,4.098599983,1906.018988,139.4496679,10:45,1.732659582,-0.786430615,1.626355478,-61.79872558,35.32573802,-30.30287217,0.620328705,0.084458033,126.4272858,-6.260921217,1.868754736,0.445060423,147.5738475,-11.01069042,-7.126323744,,,,,3.136503284,3.11991651,-8.547533697,0.074932251,19.31268055,20.0972677,0.676165839,15.24,1.679948981,-2.624993245,-38.37683049,-1.412835703,3.677669721,8.62437308,-5.979573136,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,82253ee6-603a-11e9-af39-484d7ee4b922,0.13192452,0.587155281,-0.094116511
177,04/16/2019,8:27:34 PM,3,1,"Park, Geun Hong",74630,Left,LOT_GIA,"Han, Seung Taek",63722,Right,KIA_TIG,Windup,5,Top,2,0,0,Splitter,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,135.1027918,-2.36732788,3.228109828,1601.689801,129.1061445,10:15,1.747805797,-0.756580981,1.529751851,-74.43672334,30.65962534,-37.8399592,0.321085684,-0.205539427,122.6435669,-7.782578075,0.456634235,0.462965335,,,,,,,,,,,,22.35491509,17.92111179,0.665885759,15.24,1.67162905,-1.932993326,-37.08012292,-1.846883346,3.979718968,7.957911765,-6.616255931,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,9cfd5659-603a-11e9-af39-484d7ee4b922,,,
178,04/16/2019,8:27:53 PM,3,2,"Park, Geun Hong",74630,Left,LOT_GIA,"Han, Seung Taek",63722,Right,KIA_TIG,Windup,5,Top,2,1,0,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,140.5074315,-1.33582879,4.028765177,1949.546624,134.810247,10:30,1.740543671,-0.768455637,1.560976548,-59.51930499,37.08358492,-37.42146187,0.760852649,0.015783161,127.342392,-5.685785331,1.28980323,0.443863792,141.090576,-20.7244669,-45.6846653,,,,,2.341550908,2.341550908,-37.81119072,0.054552002,22.73876719,20.51195538,0.656365719,15.24,1.696799767,-2.555539905,-38.56688302,-1.157280539,4.391167083,8.409956362,-5.845510747,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,ad11eac7-603a-11e9-af39-484d7ee4b922,0.464283,0.764084718,-0.015050012
179,04/16/2019,8:30:13 PM,1,1,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Lee, Dae Ho",71564,Right,LOT_GIA,Windup,5,Bottom,0,0,0,ChangeUp,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,130.4556339,-1.271791849,-3.080162128,1651.158554,211.7954494,1:00,1.823319436,0.57626028,1.869182219,-76.62078354,30.15342676,18.75483573,0.698280424,-0.104686051,119.7178528,-6.93880791,-1.686911766,0.466646319,,,,,,,,,,,,-12.37347825,17.29973043,-0.505781983,15.24,1.788914402,1.869516497,-35.924758,-1.058634436,-2.089153743,6.813140299,-6.885741599,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,ff6b003d-603a-11e9-af39-484d7ee4b922,,,
180,04/16/2019,8:30:25 PM,1,2,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Lee, Dae Ho",71564,Right,LOT_GIA,Windup,5,Bottom,0,0,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,142.0524571,-3.216614531,-4.062475428,2407.981037,197.1992977,12:30,1.850060772,0.493728389,1.830033578,-35.11123514,56.102064,17.39228251,0.587409357,-0.481418725,129.4277344,-5.812432687,-2.773682177,0.431304255,,,,,,,,,,,,-12.38977634,32.75337924,-0.3975217,15.24,1.770519049,2.704977572,-39.00787924,-2.329906849,-2.45817728,8.282912386,-3.308258869,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,064a2440-603b-11e9-af39-484d7ee4b922,,,
181,04/16/2019,8:30:36 PM,1,3,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Lee, Dae Ho",71564,Right,LOT_GIA,Windup,5,Bottom,0,1,1,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,143.3731867,-2.714193998,-2.373754868,2408.564691,212.4380045,1:00,1.801569095,0.586575405,1.898676875,-46.82784496,41.2125436,26.24524695,0.568893074,0.181199293,131.4198029,-6.183654939,-0.419438129,0.423736266,,,,,,,,,,,,-15.97939851,24.38728734,-0.534178688,15.24,1.736970262,1.540455147,-39.47906494,-2.044647207,-3.261400067,8.153518498,-4.829197281,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,0d4aa740-603b-11e9-af39-484d7ee4b922,,,
182,04/16/2019,8:30:52 PM,1,4,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Lee, Dae Ho",71564,Right,LOT_GIA,Windup,5,Bottom,0,1,2,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,145.8708272,-2.033404964,-2.026881447,2475.326654,203.0498554,12:45,1.818630942,0.603060597,1.825263856,-36.04484431,50.15409908,21.37516074,0.883228408,0.244062777,132.6738098,-4.706953724,-0.437146247,0.419281433,61.28642529,13.64931571,25.22339796,3748.861344,,,,15.57061235,15.51132515,27.61459582,1.023739624,-13.08500482,28.68370573,-0.555796354,15.24,1.767377405,1.338474773,-40.16446794,-1.5668191,-2.747515346,8.920859356,-3.783807611,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,1382efdd-603b-11e9-af39-484d7ee4b922,0.015320765,0.848644403,-0.241057869
183,04/16/2019,8:31:32 PM,2,1,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Oh, Yoon Suk",64504,Right,LOT_GIA,Windup,5,Bottom,1,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,144.927983,-2.883500137,-3.333072389,2401.711899,196.4317236,12:30,1.815752846,0.58975295,1.875698602,-37.33278626,49.58588163,14.64785796,0.628430117,-0.203350249,132.1383224,-5.651981911,-2.243398185,0.421028205,,,,,,,,,,,,-10.41198434,29.12209224,-0.513489921,15.24,1.746585953,2.266200245,-39.85235099,-2.15027605,-2.15617596,8.645829948,-3.775873043,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,2c2886cd-603b-11e9-af39-484d7ee4b922,,,
184,04/16/2019,8:31:50 PM,2,2,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Oh, Yoon Suk",64504,Right,LOT_GIA,Windup,5,Bottom,1,0,1,Fastball,Fastball,InPlay,Undefined,FlyBall,Single,0,0,,142.3399345,-1.880679441,-2.205078855,2221.177646,214.2019856,1:15,1.814811309,0.562303015,1.940148812,-43.09631466,45.62680645,31.06695335,0.855824204,0.254244578,130.3399429,-5.088611126,0.114532262,0.425376081,91.30973765,20.1829478,38.8449702,3387.722632,24.48813074,3.400624197,22.90094972,41.55048285,40.54075422,44.17435776,2.168872681,-18.57735984,26.33719528,-0.515524531,15.24,1.770944177,1.400581544,-39.23038784,-1.441683279,-3.74393809,8.052962985,-4.498854412,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,3b91832b-603b-11e9-af39-484d7ee4b922,0.054604523,0.821949931,-0.255204734
185,04/16/2019,8:32:39 PM,3,1,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Han, Dong Hui",68525,Right,LOT_GIA,Stretch,5,Bottom,1,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,142.2479244,-0.505389466,-1.846177342,2216.20571,214.6837009,1:15,1.806705897,0.654611407,1.925507346,-44.0407553,45.02436777,31.21535468,1.224353504,0.448346536,129.8286942,-3.790757873,0.485614849,0.426195143,,,,,,,,,,,,-18.41985367,25.02594998,-0.615310313,15.24,1.792905663,1.152962688,-39.22457509,-0.503297483,-3.702317991,8.23081749,-4.776532686,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,5768b3f3-603b-11e9-af39-484d7ee4b922,,,
186,04/16/2019,8:33:17 PM,3,2,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Han, Dong Hui",68525,Right,LOT_GIA,Stretch,5,Bottom,1,1,0,Fastball,Fastball,InPlay,Undefined,FlyBall,Single,0,0,,144.5817834,-2.252578207,-2.341428993,2335.65052,210.564634,1:00,1.822346076,0.60197357,1.887571626,-38.75274515,48.00735645,28.39966405,0.8001511,0.226792268,132.1243561,-5.12989251,-0.226237455,0.420643988,117.3279588,23.15796944,6.896351205,2526.355742,32.90755225,9.226705917,6.420241024,64.64615645,64.54678532,15.38462653,2.889187622,-17.14613427,27.77535037,-0.550012834,15.24,1.768282992,1.522692183,-39.82025227,-1.711597943,-3.554474117,8.423147955,-4.04868949,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,6acb83c8-603b-11e9-af39-484d7ee4b922,0.128029396,0.7727141,-0.225714617
187,04/16/2019,8:34:42 PM,4,1,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Jung, Hoon",60523,Right,LOT_GIA,Stretch,5,Bottom,1,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,144.7199943,-3.096896417,-2.609897564,2418.03049,202.5638539,12:45,1.812091267,0.624464426,1.877649372,-33.98215453,53.6476614,22.32590297,0.598599252,0.112412529,131.0301315,-5.627585399,-0.940647854,0.422747073,,,,,,,,,,,,-14.22974359,31.71235464,-0.565523706,15.24,1.738345735,1.731236579,-39.79545251,-2.28127642,-2.91714422,9.18444606,-3.305513033,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,a07bc368-603b-11e9-af39-484d7ee4b922,,,
188,04/16/2019,8:35:08 PM,4,2,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Jung, Hoon",60523,Right,LOT_GIA,Stretch,5,Bottom,1,0,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,144.1888787,-2.43438382,-3.728309807,2379.955261,200.8778495,12:45,1.85557761,0.522669747,1.884081458,-34.44753085,53.36536626,20.38610739,0.824121714,-0.324219257,131.1856155,-4.995984897,-2.210724248,0.423188457,,,,,,,,,,,,-13.87113279,30.90938341,-0.438117108,15.24,1.797375729,2.508104818,-39.64569304,-1.816359565,-2.839708424,8.640698869,-3.478858478,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,afe25a6e-603b-11e9-af39-484d7ee4b922,,,
189,04/16/2019,8:35:34 PM,4,3,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Jung, Hoon",60523,Right,LOT_GIA,Stretch,5,Bottom,1,1,1,Curveball,Curveball,InPlay,Undefined,LineDrive,Single,0,0,,118.5964482,1.89379929,-1.047697364,2615.171173,26.16474772,6:45,1.816733375,0.542189113,1.769453996,-184.8210009,-51.25648926,-25.12046176,0.505573682,-0.00600048,107.9230682,-11.76599968,-2.926996445,0.521915506,152.0940694,10.33206058,-17.63296446,1642.617817,31.56078876,1.469902398,-11.3155954,41.47714232,41.33845997,-20.41043056,1.117619019,12.65584736,-29.40939771,-0.514254222,15.24,1.85112286,0.677071105,-32.61788165,0.485970154,1.71793242,6.91589204,-13.79874601,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,bb53e1fe-603b-11e9-af39-484d7ee4b922,0.423692967,0.503882266,0.006415074
190,04/16/2019,8:36:37 PM,5,1,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Na, Jong Deok",67539,Right,LOT_GIA,Stretch,5,Bottom,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,137.5518916,-3.188776915,-2.355245731,2376.936839,181.2309747,12:00,1.840304437,0.51579872,1.943620355,-77.0588261,18.68624308,0.403461886,0.17392411,-0.140933529,126.1596451,-8.891650499,-2.325052604,0.441888672,,,,,,,,,,,,-1.980983792,12.65396175,-0.464115187,15.24,1.765884712,1.555550858,-37.85363329,-2.371903295,-0.369216362,7.972094449,-7.448200755,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,e57abf5c-603b-11e9-af39-484d7ee4b922,,,
191,04/16/2019,8:37:14 PM,5,2,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Na, Jong Deok",67539,Right,LOT_GIA,Stretch,5,Bottom,1,1,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,131.8863862,-0.227799283,-1.710283988,2251.188495,161.5188485,11:30,1.819167613,0.576043774,1.892139784,-87.31668948,16.40152934,-5.514469492,0.881893797,0.039667617,121.3905487,-6.693272656,-2.120367325,0.459919883,,,,,,,,,,,,1.826631493,9.099167007,-0.536634513,15.24,1.80865502,1.104749079,-36.37278411,-0.440708035,0.316786255,6.852609036,-8.228613573,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,f9f6d02c-603b-11e9-af39-484d7ee4b922,,,
192,04/16/2019,8:37:51 PM,5,3,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Na, Jong Deok",67539,Right,LOT_GIA,Stretch,5,Bottom,1,1,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,146.468922,-2.896139939,-2.62142443,2426.575004,217.2764371,1:15,1.791597544,0.603830931,1.987977724,-43.587895,39.4102767,30.05637767,0.544363632,0.170882964,135.0178665,-6.133666721,-0.378259715,0.411423338,,,,,,,,,,,,-18.26813234,23.60209252,-0.549898853,15.24,1.727865803,1.741018948,-40.35082701,-2.197829961,-3.918754507,8.025496077,-4.743690926,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,0bdc383d-603c-11e9-af39-484d7ee4b922,,,
193,04/16/2019,8:38:35 PM,5,4,"Wieland, Joseph Andrew",69656,Right,KIA_TIG,"Na, Jong Deok",67539,Right,LOT_GIA,Stretch,5,Bottom,1,1,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,1,,146.3626182,0.345104609,-1.726524024,2418.652727,202.7308873,12:45,1.837653471,0.589679152,1.948876695,-33.96622479,50.09130933,21.01849459,1.594769618,0.315770539,133.0833115,-2.198467671,-0.1522969,0.414040651,,,,,,,,,,,,-12.82132187,27.28032151,-0.553115556,15.24,1.84330414,1.140791099,-40.36108971,0.120723991,-2.721276781,8.928698524,-4.016505563,LOT_GIA,KIA_TIG,Sajik,KBO,KBO,20190416-Sajik-1,26b4533c-603c-11e9-af39-484d7ee4b922,,,
